item_id,order_id,product_name,category,quantity,unit_price
651,202,Desk Lamp,Office,4,1619.05
652,202,Jeans,Clothing,2,77.06
653,203,Bluetooth Speaker,Electronics,2,1725.07
654,204,Dark Chocolate,Food,2,1316.99
655,204,RC Car,Toys,2,217.88
656,205,Blender,Home & Kitchen,4,92.54
657,205,Knife Set,Home & Kitchen,4,1929.54
658,205,Protein Bar,Food,4,1191.19
659,205,Data Science 101,Books,4,149.3
660,206,Socks,Clothing,4,1960.0
661,207,Stapler,Office,3,122.18
662,207,LEGO Set,Toys,4,502.22
663,207,Smart Watch,Electronics,1,872.91
664,207,Sunscreen,Beauty,1,572.31
665,208,Protein Bar,Food,4,1264.26
666,208,Perfume,Beauty,4,90.57
667,208,Tennis Ball,Sports,2,965.02
668,208,Green Tea,Food,2,1195.93
669,209,Sticky Notes,Office,4,305.76
670,209,Tennis Ball,Sports,4,1921.62
671,209,Perfume,Beauty,2,1262.59
672,210,Socks,Clothing,4,301.74
673,210,ML Guide,Books,4,246.76
674,210,LEGO Set,Toys,3,507.7
675,211,Wireless Earbuds,Electronics,3,1767.77
676,211,Hair Oil,Beauty,2,390.69
677,211,Multivitamin,Health,1,708.58
678,211,Scarf,Clothing,2,285.34
679,211,SQL Mastery,Books,3,1987.64
680,212,Smart Watch,Electronics,3,1797.82
681,212,Thermometer,Health,1,1427.49
682,212,Oats,Food,1,1950.59
683,213,Notebook,Office,1,1039.25
684,213,Plant Pot,Home & Kitchen,1,1748.2
685,213,Shampoo,Beauty,3,1430.92
686,213,Bandages,Health,1,350.88
687,213,Lipstick,Beauty,2,289.82
688,214,Oats,Food,1,528.37
689,214,Almonds,Food,3,1034.79
690,215,Resistance Band,Sports,4,753.25
691,216,Candle,Home & Kitchen,4,1585.07
692,216,Blender,Home & Kitchen,4,1840.14
693,217,Sanitizer,Health,3,1890.29
694,217,Green Tea,Food,1,1449.37
695,217,Multivitamin,Health,1,709.69
696,217,Board Game,Toys,4,169.86
697,218,Candle,Home & Kitchen,1,1956.58
698,219,Jump Rope,Sports,4,1777.28
699,219,Whey Protein,Health,3,1823.0
700,219,USB Cable,Electronics,2,1415.58
701,219,Dark Chocolate,Food,2,1780.78
702,219,Stapler,Office,4,1410.07
703,220,Data Science 101,Books,1,122.09
704,220,Perfume,Beauty,2,1064.92
705,220,Whey Protein,Health,2,231.0
706,220,Whey Protein,Health,3,1526.24
707,221,Wireless Earbuds,Electronics,3,520.61
708,221,Tennis Ball,Sports,4,1974.56
709,222,USB Cable,Electronics,3,1272.63
710,223,T-Shirt,Clothing,1,925.04
711,223,Sticky Notes,Office,1,933.64
712,223,Stats Book,Books,2,733.16
713,224,Sticky Notes,Office,2,1442.98
714,224,Sanitizer,Health,2,255.19
715,224,Thermometer,Health,2,1654.54
716,225,Protein Bar,Food,2,1437.7
717,225,Puzzle,Toys,1,171.28
718,225,Blender,Home & Kitchen,2,920.02
719,226,Bandages,Health,4,1750.43
720,226,Mouse Pad,Office,4,1993.2
721,226,Dark Chocolate,Food,4,1656.43
722,227,Omega-3,Health,4,1436.74
723,227,Plant Pot,Home & Kitchen,1,1404.22
724,228,Protein Bar,Food,2,1890.94
725,228,Face Cream,Beauty,4,265.16
726,228,Sunscreen,Beauty,3,128.55
727,228,Coffee Mug,Home & Kitchen,3,644.6
728,229,Resistance Band,Sports,4,104.56
729,229,Knife Set,Home & Kitchen,4,144.87
730,229,Resistance Band,Sports,2,407.0
731,230,Wireless Earbuds,Electronics,3,181.75
732,230,Power Bank,Electronics,4,1167.47
733,230,Mouse Pad,Office,3,1573.63
734,230,Dark Chocolate,Food,2,1535.8
735,231,Oats,Food,4,340.52
736,231,Face Cream,Beauty,4,805.11
737,231,Action Figure,Toys,1,1918.26
738,231,Dark Chocolate,Food,3,1309.54
739,231,Plant Pot,Home & Kitchen,1,1165.39
740,232,Sanitizer,Health,1,1305.63
741,232,Jeans,Clothing,1,1916.72
742,232,Omega-3,Health,4,1030.15
743,233,Socks,Clothing,2,1926.63
744,234,ML Guide,Books,4,215.06
745,234,Thermometer,Health,3,833.51
746,234,Power Bank,Electronics,1,712.92
747,235,Puzzle,Toys,3,794.92
748,235,T-Shirt,Clothing,1,1106.47
749,236,Knife Set,Home & Kitchen,3,1548.19
750,236,Towel Set,Home & Kitchen,4,1373.29
751,236,Smart Watch,Electronics,3,403.84
752,237,Jump Rope,Sports,1,674.08
753,238,Lipstick,Beauty,4,1886.08
754,238,T-Shirt,Clothing,2,517.26
755,238,Stapler,Office,2,1011.31
756,238,Bandages,Health,1,575.11
757,239,Honey,Food,4,177.64
758,239,Power Bank,Electronics,2,1831.78
759,239,USB Cable,Electronics,1,530.32
760,240,Towel Set,Home & Kitchen,4,919.67
761,240,Omega-3,Health,2,777.95
762,240,Knife Set,Home & Kitchen,4,1924.64
763,240,Bandages,Health,1,51.95
764,240,Honey,Food,3,1323.46
765,241,Wireless Earbuds,Electronics,4,582.94
766,241,Tennis Ball,Sports,4,1998.52
767,242,Stapler,Office,3,138.7
768,242,Thermometer,Health,1,636.24
769,243,Jeans,Clothing,3,1762.64
770,243,AI Primer,Books,3,1773.67
771,243,Hair Oil,Beauty,3,1960.3
772,243,Almonds,Food,2,1341.44
773,244,Shampoo,Beauty,4,1920.04
774,244,Face Cream,Beauty,2,1310.56
775,244,Smart Watch,Electronics,4,58.34
776,245,Blender,Home & Kitchen,4,1536.81
777,246,Socks,Clothing,1,1100.37
778,246,Dark Chocolate,Food,1,738.34
779,246,Stuffed Animal,Toys,3,804.16
780,246,Wireless Earbuds,Electronics,4,772.44
781,246,SQL Mastery,Books,1,481.97
782,247,Tennis Ball,Sports,3,423.45
783,248,Tennis Ball,Sports,2,506.8
784,248,Almonds,Food,1,597.47
785,248,Pen Set,Office,1,432.37
786,248,Puzzle,Toys,3,1159.75
787,248,Green Tea,Food,2,1336.68
788,249,Stapler,Office,2,177.45
789,249,Plant Pot,Home & Kitchen,1,298.49
790,249,Pen Set,Office,3,424.11
791,249,Bluetooth Speaker,Electronics,3,1377.33
792,249,Protein Bar,Food,4,1299.88
793,250,Perfume,Beauty,4,584.37
794,251,Oats,Food,3,1058.65
795,251,Bluetooth Speaker,Electronics,2,141.58
796,251,Stuffed Animal,Toys,4,666.67
797,251,Board Game,Toys,3,209.53
798,251,Notebook,Office,2,1957.29
799,252,Jeans,Clothing,2,370.74
800,252,Yoga Mat,Sports,1,104.35
801,252,Puzzle,Toys,3,1688.99
802,252,Python Handbook,Books,4,514.8
803,253,USB Cable,Electronics,2,1889.92
804,253,Stapler,Office,4,1539.99
805,253,Honey,Food,1,216.79
806,254,Power Bank,Electronics,3,1785.66
807,255,Coffee Mug,Home & Kitchen,4,156.84
808,256,Puzzle,Toys,1,1371.25
809,256,Multivitamin,Health,3,1707.36
810,256,Puzzle,Toys,4,504.57
811,256,Sticky Notes,Office,1,934.15
812,256,Oats,Food,1,712.25
813,257,Honey,Food,3,1196.24
814,258,T-Shirt,Clothing,1,1206.13
815,259,Pen Set,Office,3,743.01
816,259,Dark Chocolate,Food,4,412.55
817,260,Wireless Earbuds,Electronics,2,657.75
818,260,Stuffed Animal,Toys,3,656.82
819,261,Knife Set,Home & Kitchen,4,651.92
820,261,Lipstick,Beauty,3,1942.03
821,261,Thermometer,Health,2,161.77
822,261,Thermometer,Health,1,873.02
823,261,ML Guide,Books,2,1581.26
824,262,Stats Book,Books,4,1404.82
825,262,Honey,Food,3,1711.42
826,262,Desk Lamp,Office,3,866.46
827,263,Jacket,Clothing,1,1017.06
828,263,Bluetooth Speaker,Electronics,2,1401.78
829,264,Pen Set,Office,2,987.46
830,264,Hair Oil,Beauty,4,450.37
831,264,Coffee Mug,Home & Kitchen,3,69.29
832,264,Face Cream,Beauty,1,327.68
833,265,Stats Book,Books,3,135.61
834,265,Phone Case,Electronics,2,604.0
835,265,Data Science 101,Books,2,712.64
836,265,Omega-3,Health,2,432.18
837,266,Yoga Mat,Sports,1,1671.32
838,266,Blender,Home & Kitchen,1,709.85
839,267,Jump Rope,Sports,2,770.8
840,267,Hair Oil,Beauty,2,1885.27
841,268,RC Car,Toys,1,281.06
842,268,Knife Set,Home & Kitchen,2,1088.48
843,268,Lipstick,Beauty,4,1955.11
844,268,Python Handbook,Books,2,1716.15
845,268,Water Bottle,Sports,3,531.98
846,269,Candle,Home & Kitchen,4,458.01
847,269,Jacket,Clothing,1,376.5
848,269,RC Car,Toys,3,1022.25
849,270,Towel Set,Home & Kitchen,3,1074.68
850,270,Dark Chocolate,Food,4,973.83
851,270,Mouse Pad,Office,1,454.04
852,270,SQL Mastery,Books,2,822.0
853,271,LEGO Set,Toys,2,1874.22
854,271,Lipstick,Beauty,1,311.94
855,271,Sneakers,Clothing,4,1061.7
856,272,Notebook,Office,4,1048.91
857,272,Perfume,Beauty,4,961.72
858,273,Perfume,Beauty,3,582.39
859,273,Phone Case,Electronics,4,505.89
860,273,Sneakers,Clothing,1,624.31
861,273,Thermometer,Health,1,1582.45
862,274,T-Shirt,Clothing,1,752.46
863,274,Omega-3,Health,3,433.46
864,275,Resistance Band,Sports,3,421.75
865,275,Pen Set,Office,3,66.64
866,275,Resistance Band,Sports,3,1577.1
867,276,Stuffed Animal,Toys,1,970.41
868,276,Omega-3,Health,4,493.78
869,276,SQL Mastery,Books,2,1055.86
870,276,Bandages,Health,4,714.29
871,277,Shampoo,Beauty,4,1551.76
872,278,SQL Mastery,Books,4,1713.24
873,278,USB Cable,Electronics,2,1176.14
874,278,Towel Set,Home & Kitchen,1,1024.61
875,278,Lipstick,Beauty,2,867.34
876,279,Whey Protein,Health,3,1194.56
877,279,Notebook,Office,2,349.7
878,279,Sunscreen,Beauty,4,1961.34
879,279,SQL Mastery,Books,1,1092.26
880,280,Protein Bar,Food,3,1160.55
881,280,Dark Chocolate,Food,3,231.82
882,281,Omega-3,Health,1,1661.63
883,282,Protein Bar,Food,2,438.05
884,282,Action Figure,Toys,2,504.43
885,282,Multivitamin,Health,4,162.03
886,282,Multivitamin,Health,2,687.21
887,282,LEGO Set,Toys,2,1979.71
888,283,Bandages,Health,4,1499.13
889,283,Board Game,Toys,2,1747.38
890,284,RC Car,Toys,4,359.62
891,284,Desk Lamp,Office,2,1029.83
892,284,Almonds,Food,2,64.51
893,285,Protein Bar,Food,4,1229.45
894,285,AI Primer,Books,3,1825.09
895,286,Oats,Food,1,1487.72
896,286,Tennis Ball,Sports,4,726.22
897,286,Jump Rope,Sports,2,859.35
898,286,Candle,Home & Kitchen,4,942.76
899,287,Notebook,Office,4,1412.36
900,287,Phone Case,Electronics,2,583.86
901,288,Tennis Ball,Sports,1,1411.19
902,288,SQL Mastery,Books,4,1985.16
903,288,Multivitamin,Health,3,199.24
904,288,Scarf,Clothing,3,849.69
905,288,Towel Set,Home & Kitchen,2,1036.83
906,289,Wireless Earbuds,Electronics,4,793.25
907,289,Board Game,Toys,4,123.66
908,289,Yoga Mat,Sports,2,687.87
909,289,Oats,Food,4,183.06
910,290,Stats Book,Books,4,323.5
911,290,Water Bottle,Sports,2,1685.07
912,290,Notebook,Office,2,623.58
913,290,Sanitizer,Health,4,378.48
914,290,Bluetooth Speaker,Electronics,3,349.32
915,291,Knife Set,Home & Kitchen,1,1790.74
916,291,Omega-3,Health,4,1408.65
917,291,Sanitizer,Health,1,811.71
918,292,Protein Bar,Food,1,144.9
919,292,Board Game,Toys,2,780.56
920,292,ML Guide,Books,1,81.27
921,293,USB Cable,Electronics,2,1375.92
922,294,Python Handbook,Books,2,1461.82
923,295,Stuffed Animal,Toys,1,1640.47
924,296,Sanitizer,Health,2,1268.11
925,296,Bandages,Health,4,285.57
926,296,Python Handbook,Books,3,680.57
927,297,RC Car,Toys,3,73.36
928,298,Green Tea,Food,1,1333.03
929,298,Tennis Ball,Sports,3,135.68
930,299,Action Figure,Toys,4,1967.05
931,299,Socks,Clothing,2,541.28
932,300,Desk Lamp,Office,4,1371.91
933,301,Shampoo,Beauty,3,1957.14
934,301,Protein Bar,Food,3,84.42
935,302,Oats,Food,2,1031.67
936,302,Phone Case,Electronics,1,1251.88
937,302,Sneakers,Clothing,2,1488.93
938,302,AI Primer,Books,1,166.85
939,302,Perfume,Beauty,3,443.92
940,303,Stats Book,Books,1,514.22
941,303,Mouse Pad,Office,3,311.82
942,303,Hair Oil,Beauty,1,1065.7
943,303,RC Car,Toys,3,1513.57
944,304,Lipstick,Beauty,2,451.34
945,304,Bluetooth Speaker,Electronics,2,1612.83
946,305,Mouse Pad,Office,3,407.91
947,305,Wireless Earbuds,Electronics,4,186.47
948,306,Bluetooth Speaker,Electronics,2,1879.64
949,306,Coffee Mug,Home & Kitchen,2,1205.63
950,307,AI Primer,Books,1,881.17
951,307,Almonds,Food,2,1457.26
952,308,Board Game,Toys,2,641.05
953,308,Mouse Pad,Office,2,580.13
954,309,Sneakers,Clothing,4,786.55
955,309,Oats,Food,4,1035.32
956,309,Board Game,Toys,4,88.63
957,309,LEGO Set,Toys,1,1529.77
958,310,Stapler,Office,2,1128.06
959,310,Towel Set,Home & Kitchen,4,954.12
960,310,Almonds,Food,4,1146.18
961,311,Sneakers,Clothing,2,1443.98
962,311,ML Guide,Books,2,58.15
963,311,Sanitizer,Health,3,1008.33
964,311,LEGO Set,Toys,3,798.87
965,312,Notebook,Office,4,1775.75
966,312,Jacket,Clothing,2,428.74
967,312,Action Figure,Toys,3,1043.74
968,313,Hair Oil,Beauty,1,1319.27
969,313,RC Car,Toys,2,522.59
970,313,USB Cable,Electronics,1,1410.07
971,313,Towel Set,Home & Kitchen,4,1891.32
972,314,Water Bottle,Sports,2,74.06
973,314,Socks,Clothing,4,825.45
974,315,Scarf,Clothing,2,1758.21
975,315,Blender,Home & Kitchen,3,1399.08
976,315,Thermometer,Health,4,1192.86
977,315,RC Car,Toys,1,263.08
978,315,Desk Lamp,Office,2,574.59
979,316,RC Car,Toys,3,62.52
980,316,Blender,Home & Kitchen,1,238.9
981,317,Bandages,Health,3,1479.43
982,317,Knife Set,Home & Kitchen,3,413.48
983,317,Knife Set,Home & Kitchen,4,404.87
984,317,Jacket,Clothing,2,411.99
985,318,Knife Set,Home & Kitchen,3,1966.75
986,319,Dark Chocolate,Food,1,1743.31
987,319,Coffee Mug,Home & Kitchen,3,217.13
988,319,Sneakers,Clothing,1,717.2
989,319,Pen Set,Office,4,996.13
990,320,Wireless Earbuds,Electronics,3,1516.01
991,321,Notebook,Office,1,461.58
992,322,Stuffed Animal,Toys,3,1867.65
993,323,Sunscreen,Beauty,4,706.27
994,323,Lipstick,Beauty,2,1884.93
995,323,LEGO Set,Toys,1,1951.84
996,323,Face Cream,Beauty,1,940.99
997,324,Coffee Mug,Home & Kitchen,1,1744.56
998,324,Tennis Ball,Sports,2,768.44
999,324,Sticky Notes,Office,4,1054.08
1000,324,Python Handbook,Books,3,82.43
1001,325,Bluetooth Speaker,Electronics,3,1371.96
1002,325,AI Primer,Books,4,830.32
1003,325,Notebook,Office,3,884.44
1004,326,Socks,Clothing,4,623.03
1005,326,Stats Book,Books,2,1746.22
1006,326,Sticky Notes,Office,1,299.33
1007,326,Sneakers,Clothing,4,377.7
1008,327,Jacket,Clothing,2,524.54
1009,327,Plant Pot,Home & Kitchen,1,255.67
1010,327,Phone Case,Electronics,3,1810.16
1011,327,Water Bottle,Sports,3,1348.57
1012,328,Candle,Home & Kitchen,4,226.36
1013,329,AI Primer,Books,1,1305.77
1014,329,RC Car,Toys,4,1325.14
1015,329,Bandages,Health,2,485.92
1016,330,Yoga Mat,Sports,1,223.82
1017,331,Stats Book,Books,1,1167.04
1018,331,Towel Set,Home & Kitchen,4,1174.99
1019,331,USB Cable,Electronics,1,1200.62
1020,331,SQL Mastery,Books,4,673.3
1021,331,Hair Oil,Beauty,2,1063.52
1022,332,Pen Set,Office,1,820.86
1023,332,Bandages,Health,3,332.17
1024,332,Water Bottle,Sports,4,1375.96
1025,332,Candle,Home & Kitchen,3,334.45
1026,332,Smart Watch,Electronics,3,652.34
1027,333,Tennis Ball,Sports,4,1280.6
1028,334,Almonds,Food,4,164.68
1029,334,Shampoo,Beauty,2,1703.74
1030,335,Phone Case,Electronics,4,1468.42
1031,335,Tennis Ball,Sports,2,1982.57
1032,336,Action Figure,Toys,4,1371.9
1033,336,Perfume,Beauty,4,190.06
1034,336,Resistance Band,Sports,2,1417.16
1035,336,Bandages,Health,1,305.26
1036,336,Notebook,Office,3,942.19
1037,337,Pen Set,Office,4,1407.11
1038,337,Water Bottle,Sports,2,475.37
1039,338,USB Cable,Electronics,1,1372.72
1040,338,Blender,Home & Kitchen,4,1374.92
1041,339,Wireless Earbuds,Electronics,3,1949.61
1042,339,Coffee Mug,Home & Kitchen,1,1961.54
1043,340,Mouse Pad,Office,2,1272.6
1044,340,Board Game,Toys,1,281.66
1045,340,LEGO Set,Toys,3,1391.57
1046,341,RC Car,Toys,1,1566.58
1047,341,Action Figure,Toys,4,766.28
1048,342,T-Shirt,Clothing,1,1003.98
1049,343,Python Handbook,Books,4,583.76
1050,343,Scarf,Clothing,2,798.72
1051,343,Action Figure,Toys,2,243.91
1052,343,Socks,Clothing,2,840.39
1053,343,Power Bank,Electronics,4,174.67
1054,344,Sanitizer,Health,1,1519.34
1055,344,Stats Book,Books,1,402.3
1056,344,Sticky Notes,Office,2,60.38
1057,344,Almonds,Food,1,126.33
1058,344,Pen Set,Office,2,221.25
1059,345,Wireless Earbuds,Electronics,1,1036.99
1060,345,Sunscreen,Beauty,2,874.95
1061,345,Phone Case,Electronics,3,140.02
1062,346,Tennis Ball,Sports,4,322.72
1063,346,Dark Chocolate,Food,3,1069.2
1064,346,Sunscreen,Beauty,2,1391.46
1065,346,Phone Case,Electronics,1,416.74
1066,346,Water Bottle,Sports,2,1224.18
1067,347,Desk Lamp,Office,3,300.56
1068,347,Mouse Pad,Office,1,1122.2
1069,348,RC Car,Toys,2,830.12
1070,348,Sneakers,Clothing,4,1883.39
1071,348,Candle,Home & Kitchen,2,187.59
1072,349,Stats Book,Books,3,1149.1
1073,349,Thermometer,Health,2,868.39
1074,349,Towel Set,Home & Kitchen,4,788.94
1075,350,Python Handbook,Books,3,293.01
1076,350,Socks,Clothing,4,178.62
1077,350,Sneakers,Clothing,3,1567.24
1078,350,Knife Set,Home & Kitchen,3,69.23
1079,350,Board Game,Toys,4,1905.98
1080,351,Candle,Home & Kitchen,3,1198.21
1081,352,Scarf,Clothing,3,1415.89
1082,352,Dumbbells,Sports,3,1234.56
1083,352,Phone Case,Electronics,3,1895.7
1084,352,Board Game,Toys,3,1621.87
1085,353,Thermometer,Health,4,979.88
1086,353,Towel Set,Home & Kitchen,1,1388.98
1087,353,Plant Pot,Home & Kitchen,2,328.21
1088,353,Sticky Notes,Office,3,153.09
1089,353,Hair Oil,Beauty,2,1372.52
1090,354,Green Tea,Food,4,1973.18
1091,354,Honey,Food,3,587.85
1092,354,Stuffed Animal,Toys,2,645.12
1093,354,Sneakers,Clothing,4,1552.63
1094,355,T-Shirt,Clothing,2,1892.49
1095,356,Notebook,Office,1,1499.65
1096,356,Bandages,Health,1,1926.22
1097,357,Sanitizer,Health,2,985.33
1098,357,Sanitizer,Health,1,840.67
1099,357,Pen Set,Office,1,1442.61
1100,357,Sanitizer,Health,3,526.24
1101,358,Notebook,Office,4,1931.06
1102,358,Omega-3,Health,2,196.49
1103,358,Candle,Home & Kitchen,3,1907.34
1104,358,LEGO Set,Toys,4,382.44
1105,358,Sneakers,Clothing,2,1671.87
1106,359,Resistance Band,Sports,4,622.41
1107,360,Bluetooth Speaker,Electronics,4,474.05
1108,360,Tennis Ball,Sports,1,1874.06
1109,361,Protein Bar,Food,3,61.49
1110,361,Almonds,Food,3,740.09
1111,361,USB Cable,Electronics,2,834.03
1112,361,Wireless Earbuds,Electronics,4,1009.49
1113,361,Scarf,Clothing,2,850.9
1114,362,Phone Case,Electronics,3,490.89
1115,362,Action Figure,Toys,3,760.77
1116,362,Candle,Home & Kitchen,3,261.96
1117,362,Dark Chocolate,Food,4,365.58
1118,363,Puzzle,Toys,3,1772.97
1119,363,Python Handbook,Books,2,605.55
1120,363,Blender,Home & Kitchen,4,1500.65
1121,364,Plant Pot,Home & Kitchen,2,1899.33
1122,365,Jacket,Clothing,4,1122.74
1123,365,Towel Set,Home & Kitchen,4,1028.62
1124,365,Board Game,Toys,1,1917.47
1125,366,Knife Set,Home & Kitchen,3,1025.0
1126,367,Bluetooth Speaker,Electronics,3,887.85
1127,367,Sticky Notes,Office,1,896.94
1128,368,Jump Rope,Sports,1,1533.75
1129,368,AI Primer,Books,2,1472.03
1130,368,Knife Set,Home & Kitchen,3,1545.12
1131,369,Stats Book,Books,4,436.9
1132,369,Socks,Clothing,2,417.9
1133,369,Sticky Notes,Office,2,497.3
1134,370,Puzzle,Toys,3,1981.28
1135,370,Blender,Home & Kitchen,1,1252.11
1136,371,Power Bank,Electronics,4,1073.69
1137,372,Data Science 101,Books,4,984.43
1138,372,Bandages,Health,1,643.37
1139,373,Lipstick,Beauty,3,1437.59
1140,373,Data Science 101,Books,1,404.42
1141,373,Wireless Earbuds,Electronics,3,463.36
1142,374,Dumbbells,Sports,1,890.27
1143,374,Jump Rope,Sports,3,701.85
1144,374,T-Shirt,Clothing,1,1381.77
1145,374,Towel Set,Home & Kitchen,3,1495.52
1146,375,Stapler,Office,3,514.59
1147,375,Water Bottle,Sports,4,220.1
1148,375,Jeans,Clothing,1,130.03
1149,376,Stats Book,Books,4,1854.73
1150,376,Scarf,Clothing,3,637.88
1151,377,AI Primer,Books,2,135.43
1152,377,SQL Mastery,Books,3,1788.59
1153,377,Whey Protein,Health,3,924.54
1154,377,Jacket,Clothing,1,991.5
1155,378,Multivitamin,Health,2,1218.35
1156,378,Towel Set,Home & Kitchen,1,1913.82
1157,378,Bluetooth Speaker,Electronics,2,1494.39
1158,378,LEGO Set,Toys,1,372.76
1159,378,Bandages,Health,4,831.66
1160,379,ML Guide,Books,1,362.01
1161,379,AI Primer,Books,1,1764.35
1162,379,Bandages,Health,3,641.65
1163,380,Tennis Ball,Sports,3,1126.69
1164,380,Knife Set,Home & Kitchen,1,1090.45
1165,381,Bluetooth Speaker,Electronics,2,1886.99
1166,381,Water Bottle,Sports,3,1753.1
1167,381,Bluetooth Speaker,Electronics,2,1979.6
1168,382,Multivitamin,Health,1,1314.86
1169,382,Desk Lamp,Office,3,212.33
1170,383,Tennis Ball,Sports,2,846.27
1171,383,Desk Lamp,Office,3,1971.26
1172,383,USB Cable,Electronics,2,1474.43
1173,383,Water Bottle,Sports,3,1944.63
1174,383,Sanitizer,Health,1,1459.07
1175,384,Tennis Ball,Sports,2,1642.85
1176,384,Data Science 101,Books,3,447.64
1177,384,Board Game,Toys,4,501.86
1178,384,Action Figure,Toys,2,1809.23
1179,385,Green Tea,Food,4,410.8
1180,386,AI Primer,Books,4,1889.54
1181,386,Plant Pot,Home & Kitchen,3,91.04
1182,387,Blender,Home & Kitchen,2,185.44
1183,387,Jacket,Clothing,2,937.3
1184,388,Socks,Clothing,2,1467.19
1185,388,Smart Watch,Electronics,1,786.86
1186,388,Wireless Earbuds,Electronics,1,1538.72
1187,388,Phone Case,Electronics,2,1551.73
1188,389,Plant Pot,Home & Kitchen,1,1595.18
1189,389,Wireless Earbuds,Electronics,3,1712.8
1190,389,Jeans,Clothing,2,986.83
1191,390,Green Tea,Food,3,696.92
1192,390,Knife Set,Home & Kitchen,1,1109.88
1193,390,Tennis Ball,Sports,1,91.36
1194,390,Wireless Earbuds,Electronics,3,250.0
1195,390,Board Game,Toys,1,1828.73
1196,391,SQL Mastery,Books,4,337.38
1197,392,Stats Book,Books,4,1389.19
1198,392,Jacket,Clothing,2,1982.0
1199,392,Python Handbook,Books,3,746.75
1200,393,Face Cream,Beauty,3,1850.47
1201,393,T-Shirt,Clothing,2,397.23
1202,393,Whey Protein,Health,2,1374.89
1203,393,Plant Pot,Home & Kitchen,3,1268.28
1204,393,Resistance Band,Sports,1,578.63
1205,394,Lipstick,Beauty,1,1588.27
1206,394,Plant Pot,Home & Kitchen,2,674.5
1207,394,LEGO Set,Toys,4,1638.57
1208,394,Scarf,Clothing,4,1921.19
1209,395,Coffee Mug,Home & Kitchen,3,1989.8
1210,395,Blender,Home & Kitchen,3,672.67
1211,395,LEGO Set,Toys,4,1223.4
1212,396,Plant Pot,Home & Kitchen,2,797.21
1213,396,Bandages,Health,4,1088.33
1214,396,SQL Mastery,Books,1,1182.88
1215,397,Thermometer,Health,2,1421.03
1216,397,Data Science 101,Books,1,446.4
1217,397,USB Cable,Electronics,4,1917.35
1218,397,T-Shirt,Clothing,3,753.67
1219,398,Jump Rope,Sports,2,1678.74
1220,398,Bandages,Health,2,460.94
1221,399,Bluetooth Speaker,Electronics,2,278.61
1222,399,Blender,Home & Kitchen,1,1407.44
1223,400,Face Cream,Beauty,1,1342.36
1224,400,Jacket,Clothing,2,108.86
1225,400,Shampoo,Beauty,1,527.84
1226,400,Smart Watch,Electronics,4,341.95
1227,401,Dark Chocolate,Food,2,1508.81
1228,401,Jump Rope,Sports,4,1458.99
1229,402,USB Cable,Electronics,1,353.98
1230,402,Smart Watch,Electronics,2,1031.43
1231,402,Power Bank,Electronics,4,1375.81
1232,402,Honey,Food,3,1842.34
1233,403,Tennis Ball,Sports,2,876.16
1234,403,Towel Set,Home & Kitchen,1,1066.93
1235,403,Plant Pot,Home & Kitchen,2,830.78
1236,403,Phone Case,Electronics,4,408.2
1237,403,Thermometer,Health,1,1642.29
1238,404,Almonds,Food,4,1663.14
1239,404,Coffee Mug,Home & Kitchen,3,1310.96
1240,404,Data Science 101,Books,1,253.58
1241,404,Sunscreen,Beauty,3,104.7
1242,405,Candle,Home & Kitchen,1,177.37
1243,405,Notebook,Office,3,416.1
1244,405,Stats Book,Books,1,518.65
1245,406,Stapler,Office,1,1149.29
1246,407,Wireless Earbuds,Electronics,3,231.76
1247,407,Yoga Mat,Sports,3,1515.77
1248,407,Stuffed Animal,Toys,2,663.22
1249,407,RC Car,Toys,3,1949.01
1250,408,Perfume,Beauty,1,1029.25
1251,409,Smart Watch,Electronics,4,980.06
1252,409,USB Cable,Electronics,2,345.5
1253,410,Socks,Clothing,1,1908.0
1254,410,ML Guide,Books,2,1549.21
1255,410,Candle,Home & Kitchen,3,922.59
1256,410,Towel Set,Home & Kitchen,3,752.62
1257,411,Bluetooth Speaker,Electronics,4,516.27
1258,411,Stapler,Office,1,1918.13
1259,411,Sticky Notes,Office,4,239.94
1260,411,Phone Case,Electronics,3,1116.92
1261,412,Protein Bar,Food,4,661.75
1262,413,Coffee Mug,Home & Kitchen,3,1174.2
1263,413,Face Cream,Beauty,1,399.41
1264,413,Almonds,Food,4,1958.04
1265,414,Coffee Mug,Home & Kitchen,4,127.21
1266,414,Jump Rope,Sports,4,1721.15
1267,414,Blender,Home & Kitchen,3,1049.33
1268,414,Desk Lamp,Office,3,212.81
1269,415,Bandages,Health,3,1760.95
1270,415,Smart Watch,Electronics,1,1495.03
1271,415,Stats Book,Books,1,351.4
1272,415,Sneakers,Clothing,4,358.5
1273,416,Jeans,Clothing,4,1754.61
1274,416,Sneakers,Clothing,4,963.55
1275,416,Bandages,Health,1,217.35
1276,416,Jacket,Clothing,4,438.97
1277,417,Sneakers,Clothing,3,1993.05
1278,417,Green Tea,Food,4,272.94
1279,417,Protein Bar,Food,2,1899.64
1280,418,Data Science 101,Books,1,1976.23
1281,418,Puzzle,Toys,3,1589.64
1282,419,Python Handbook,Books,2,1742.64
1283,419,Action Figure,Toys,3,1289.59
1284,419,Jeans,Clothing,1,584.12
1285,419,Sneakers,Clothing,4,1749.01
1286,420,Stats Book,Books,3,408.95
1287,420,Wireless Earbuds,Electronics,4,716.94
